QDIC,DZEDZY,1,1,NFFL,EFLO@gmail.com
JQER,VMWRPL,1,0,QHPL,SHAE@gmail.com
XYSU,XNRLGJ,0,0,FEYR,ZWSM@gmail.com
TORC,RKUVDA,1,1,CDDI,TRPT@gmail.com
OYXY,LLESQG,0,0,BIEE,MTRM@gmail.com
EKPZ,VKMPAL,0,0,SKIF,FXPE@gmail.com
LVPF,PTVDIJ,0,1,FUQV,WQOL@gmail.com
SGHX,HRNBNM,0,0,ZIFP,NDAJ@gmail.com
LWUZ,NMDNCB,1,1,NOKG,WDCI@gmail.com
MTSK,TCOSAY,0,1,INNI,CRWX@gmail.com
YTKV,MLMIDH,1,0,FPGR,SHNB@gmail.com
QCAB,NLWJGO,0,0,HOUR,LBIB@gmail.com
PGHE,NMEHLP,0,1,FOZI,LNNB@gmail.com
LMCU,EHYLWH,0,1,HKVP,AKQX@gmail.com
BWYX,WHRQUN,1,0,SDXC,KPEH@gmail.com
FBKI,PUDTSQ,0,0,OYNK,ENXE@gmail.com
IQZK,RBWAOY,0,1,FIEU,KPOG@gmail.com
LDFK,SAPXFF,1,0,MVDX,UCDJ@gmail.com
FYRB,XDUTMQ,1,1,GLNR,TTON@gmail.com
OXOV,CRWJIM,1,1,KJRE,HHKH@gmail.com
YQHR,XQFRSI,1,1,GBIU,CIPL@gmail.com
OHJD,IIRHBH,1,1,MVOU,HLEG@gmail.com
FKMW,OLWJBO,0,0,XTEQ,MSDH@gmail.com
RHOM,JLEFUN,1,1,ROMW,TYTG@gmail.com
JBND,ZZLKGT,0,0,ANSN,MWIM@gmail.com
ARHN,ITAGOG,0,0,AOOF,WAZD@gmail.com
OFFR,KKCZTP,1,0,GOXK,WXFR@gmail.com
HKJO,MUYWER,1,1,WXUF,MQHA@gmail.com
XEWJ,LFZIAE,0,0,BGKY,NGLX@gmail.com
YKBL,XMZTFR,1,0,OBRE,MSGQ@gmail.com
MIAR,DPCYOK,1,1,IQEL,RWDV@gmail.com
NUTK,SGNMKQ,0,1,YIOU,BPCW@gmail.com
BGOC,OGYCVI,0,1,RIVN,UCCE@gmail.com
QWGS,WQTDTB,1,0,IJVC,ZZPP@gmail.com
WMFO,EGSYAL,1,1,DYUF,NJSD@gmail.com
FBPU,JQHVDR,0,0,APZN,FBUL@gmail.com
VRTM,CCTDCT,1,1,WCPU,YMFT@gmail.com
RHOO,CTFIYF,1,1,OIWZ,TILT@gmail.com
HGQB,BAOSEQ,0,0,ORMZ,JMMY@gmail.com
ANWD,ATUVCH,0,1,ZDZS,VRQA@gmail.com
TQML,SGFJBO,0,1,DKNQ,AZSB@gmail.com
OPKG,QIQFCQ,1,1,SVCG,AIFE@gmail.com
KUEB,NZTAAJ,1,1,KPGD,AZTN@gmail.com
GTZP,VKILJR,0,1,YSZA,IPLA@gmail.com
BNTE,LPNKVT,0,0,ZTUN,QVKB@gmail.com
ZFGJ,BLLZYI,0,0,JXQQ,NZOZ@gmail.com
UPHJ,WJROBO,1,0,ANZT,AUIU@gmail.com
ZAMP,QFEPQR,0,0,IADO,OBWC@gmail.com
MBAB,RDRERY,1,1,FURF,TUCJ@gmail.com
ERCK,MYGLQV,1,1,AZCW,YZTW@gmail.com
JLJP,WBULZH,0,1,LBUI,WGZH@gmail.com
DCMZ,MEOBDW,1,1,YVOD,SSZM@gmail.com
CTQE,FLRVMA,0,0,SHWE,ABXI@gmail.com
KNXS,NGAUQD,1,1,FHBP,HFOF@gmail.com
YVXE,RFMAJD,1,0,MHOO,CXVM@gmail.com
JKAX,YBFMRO,1,1,FXOB,DWAT@gmail.com
IKHQ,LRLLFY,0,1,ILNY,XELP@gmail.com
LWWX,FRVGSU,1,0,LLVZ,MMVY@gmail.com
JLAG,SGFNQD,1,0,JHBJ,JRCH@gmail.com
GSNR,OBKHRR,0,0,RWQW,OIZB@gmail.com
TXVS,LRPVYW,1,1,XIUY,KFDC@gmail.com
HRWF,CIPSQI,0,0,GLOU,ZHHV@gmail.com
EXXE,HXPNAW,1,1,BVYI,OPKX@gmail.com
JJPR,NDFNQW,1,1,CMUY,MHOS@gmail.com
CENR,XXCGLK,1,0,FTNV,DHYX@gmail.com
BEPK,INVSFV,0,1,FBEM,XNGQ@gmail.com
YXTU,MYYECU,1,0,KXRG,VJYD@gmail.com
HQXT,RUKPBW,0,0,IKBN,MHMV@gmail.com
GGWS,GSOQUJ,0,0,YOTI,NENK@gmail.com
DDSY,AILHZO,0,1,NUHM,VRIR@gmail.com
MWWX,EZFCUC,0,1,PXCX,FPGE@gmail.com
YBFV,DVQSWR,0,0,SMFP,WWFY@gmail.com
ATNB,HSMIIJ,0,1,NLHV,YVYS@gmail.com
RHNI,EHEISL,1,0,TRGC,EKRI@gmail.com
SWJW,NGGSDW,0,0,LZTQ,CAQH@gmail.com
WLNC,UPLYZD,1,0,ZPMW,MSHX@gmail.com
LLWM,EANHDX,1,0,ELTQ,YPZG@gmail.com
PSOL,OWLDWI,0,0,HQYN,MDCR@gmail.com
EUGL,YVEKVA,0,1,SNUH,RRDS@gmail.com
IZMR,ZGAFXT,0,1,EXXG,JALN@gmail.com
GIIU,PIWASO,1,1,GRTX,MEEQ@gmail.com
SAVU,KICKCA,0,0,AZKT,VHVC@gmail.com
LYJR,ADBUIV,0,0,NBRR,DAPQ@gmail.com
CZOB,WJKDNM,0,0,LIDX,GZJO@gmail.com
TWPB,VKAWSM,0,0,ZMQP,JTPH@gmail.com
QCZH,QSVKID,1,1,FWAT,SHBW@gmail.com
VTUJ,JEWHFI,0,1,ZOXK,SAJJ@gmail.com
HJZW,WUIVSV,1,0,NWRQ,KCYW@gmail.com
DLTY,WFUQML,1,0,JFRU,WSMQ@gmail.com
OXQU,NRRCBU,1,0,LQRS,NZLY@gmail.com
AUTS,PGDPSC,1,1,CGYC,YRFL@gmail.com
MWBB,LELCMG,0,1,YKTT,MFON@gmail.com
JJXK,KBAKCJ,0,0,KOCT,YFTY@gmail.com
OZCH,RUEMEO,0,0,GPZD,VPXZ@gmail.com
QXEJ,JHJRSS,0,0,QSGA,GJWM@gmail.com
KLDH,AOTFSF,1,0,AJII,YKQS@gmail.com
NFGS,WSABEO,0,0,SJTI,FLPI@gmail.com
GCPW,GMHILM,0,1,ZDKK,XBSW@gmail.com
KZWR,USRZEI,0,0,YVLK,PFTH@gmail.com
OYBG,KYKQZZ,1,1,GAXB,OLUT@gmail.com
CKJA,WOHLBI,1,0,LNDA,DXUA@gmail.com
ITMG,KKLPMH,1,0,MVNR,SVJS@gmail.com
LFWG,JJCHDI,1,1,ULMF,LDTN@gmail.com
QDGO,HVIQBO,0,0,OVUW,IAWZ@gmail.com
PLJN,POTHPC,1,1,CXVH,QHCJ@gmail.com
MQLH,GARUOT,0,0,XKPG,VDSV@gmail.com
UBKS,VJVFIK,1,0,NPUV,ZAYV@gmail.com
EGRH,GCBZAV,1,0,PJMK,PCPR@gmail.com
PYYI,IUIIPK,1,1,WCGS,GLTE@gmail.com
ARGB,CSKFPU,0,1,VTXW,VIZV@gmail.com
DXER,AHHVBD,1,1,SMIP,XZLN@gmail.com
QTJG,WKGRPB,0,0,AHLM,CVNA@gmail.com
TFPY,ATKWHL,1,0,SLZI,INAG@gmail.com
XUWX,RVIXAG,0,0,FWFV,KILE@gmail.com
EKER,RBATUM,0,1,GTJW,UUAS@gmail.com
TZTV,PRYURF,0,1,QKQB,PVGF@gmail.com
XBBY,OUFETD,1,1,ZBPO,HEKP@gmail.com
NGMK,LOLVUE,1,0,UJLM,JQTM@gmail.com
PTRY,NJYVEO,1,1,QDER,NMMP@gmail.com
TVJT,CEISTT,0,1,EZQE,WVMZ@gmail.com
AWKR,VITJJK,0,1,JTAF,KFMW@gmail.com
WZJO,IHZVQI,1,1,MZGO,ICTH@gmail.com
HSJT,UFLASE,0,0,PTIR,ZUZK@gmail.com
GYJA,VLIXLV,1,1,DZPN,UKBS@gmail.com
UIBD,ZOLYOO,1,1,ZOZV,YQFQ@gmail.com
RBKW,YNEXPQ,1,1,ZHQJ,QMSW@gmail.com
LWBO,NFZURE,1,1,ADFG,PNZU@gmail.com
ZPZM,VRANTO,0,1,WUGN,UJBD@gmail.com
FTPT,UEJNQA,1,1,SPWP,YNAP@gmail.com
MVYZ,SIYJAL,1,0,OYTX,EPNR@gmail.com
HZLG,WOAKOH,1,1,PSFR,JMSA@gmail.com
GPNI,SHWSTE,1,0,LRPJ,XCCR@gmail.com
XHPS,JEPMEC,1,0,MKXP,IDBM@gmail.com
ZVQF,THGNVX,0,1,MTOY,EXGO@gmail.com
REFC,GIIWMJ,1,1,CJMR,WKYX@gmail.com
EGXF,HDRMNJ,1,0,ZEOK,HPCX@gmail.com
RTDH,BKEBQP,0,1,OEDD,ZBSU@gmail.com
WOBQ,XGKZCR,0,0,TYRF,CZMO@gmail.com
YJSN,GZESCX,1,1,RRJJ,KFRH@gmail.com
NKUY,HYTOEE,0,1,ZTYI,OSUD@gmail.com
OPMN,SFYPQR,1,0,DUJW,NKAR@gmail.com
ZSFO,HZFOLW,0,0,OAUX,FNPP@gmail.com
LBPG,XAUQJN,1,0,EXGD,GOXU@gmail.com
RMEI,BMATTP,1,1,FYFB,WHNU@gmail.com
YIBL,FAHVST,0,1,AJNH,SCUJ@gmail.com
CXBH,KSOYJZ,0,0,IPQF,PWII@gmail.com
FPYU,CLVDLK,1,0,HKCL,YYCI@gmail.com
VOPF,VDXELJ,1,1,XSTG,BLBO@gmail.com
EGYY,USDUQF,0,0,XHGQ,YEVE@gmail.com
DHZE,WTIAVF,0,1,MUPD,GNNR@gmail.com
LHOC,SVKPSX,0,1,XUWQ,EEVF@gmail.com
PPYB,TYMPMM,1,1,IUVI,LFVR@gmail.com
AKJI,DFCJDY,1,0,HDUM,XXWO@gmail.com
AQBB,FDVCUH,1,0,RMFE,WDZR@gmail.com
WHSI,KSGCWR,1,1,TYEO,DGBT@gmail.com
HYYI,LWHLMU,1,1,SEKQ,VZAO@gmail.com
DFOW,YKOHTY,1,0,WAYE,AROY@gmail.com
VYTP,GXWPDP,0,0,MBVH,AIMF@gmail.com
MVAJ,KNUYTD,0,0,ASVP,YYBJ@gmail.com
FXSN,CCFSOM,1,0,DKRP,FJDG@gmail.com
BXDR,ZWIUZW,1,0,VVAT,IPFY@gmail.com
CSUX,UFNQIO,0,1,CTWB,OBLA@gmail.com
NJGA,KTCNQF,0,0,FHSV,XEFX@gmail.com
XUNC,QYSKYV,0,1,HUPR,DLYC@gmail.com
ZZVR,UIFQCM,0,0,DVJY,HEPK@gmail.com
RWKX,LTKMSE,1,1,KMQC,JGJF@gmail.com
LZKX,CAGWUJ,1,1,TPSQ,IQHV@gmail.com
PYNG,MIRNWG,0,1,BJUJ,FVLN@gmail.com
IGIY,KWVTYG,1,1,EOBV,ZICJ@gmail.com
QGJJ,NUCTFE,0,1,QVRP,XNPG@gmail.com
BHLY,NNIJAU,1,0,GZHA,XTKC@gmail.com
JFOI,HQWNST,1,0,GWNL,DSHB@gmail.com
XZSJ,CNQXZT,0,1,XFKX,GOSA@gmail.com
SILV,TECQGM,0,0,EMIJ,XKSM@gmail.com
CFBY,ZQNDIT,1,0,XKRM,THKR@gmail.com
NAWW,QSOYWN,1,0,BWRO,JDYW@gmail.com
SFAI,IDWJDU,0,0,YNFR,CNAY@gmail.com
UMGX,GKBKHJ,1,0,USZY,MLHN@gmail.com
ZVYA,CSKJQS,1,1,BRPR,TJCY@gmail.com
SYPI,GKFFQF,1,1,FEQQ,VXHT@gmail.com
CNHX,SKSXSR,0,1,FEAU,PYOV@gmail.com
FFRE,MLFNHU,0,0,JZFN,MMNC@gmail.com
UIQA,EHHLQU,1,1,AJPE,NGPY@gmail.com
PEKC,NEINOT,0,0,QPSK,SCUV@gmail.com
YYVR,XEFQFV,0,0,RAAY,WQTH@gmail.com
DPUN,LMDXFA,0,0,DZJU,EDIT@gmail.com
KYDB,XUCKMA,1,0,TANY,SEFK@gmail.com
WUHY,EYATTV,1,1,GUBA,CSDU@gmail.com
CQVJ,RMWJTV,0,0,NBXX,KNQW@gmail.com
SWEQ,ZWJICN,0,1,HVXB,VUQU@gmail.com
GXQB,FURKAS,1,1,IGKV,GYRX@gmail.com
DRBE,MFBPPX,0,0,MVFX,YRET@gmail.com
YBXI,LHQCPN,0,1,SCBA,LHWW@gmail.com
PCKQ,RVSEYJ,1,0,OITO,ZPGQ@gmail.com
ULPZ,DLZDBS,0,0,MAZV,RFSH@gmail.com
ZXJG,KPQWIA,1,0,WIQL,UHBH@gmail.com
ETNJ,XVPHJU,1,0,YLEN,QJYB@gmail.com
ZFRC,OUFKCN,1,0,EZLJ,JOYF@gmail.com
RWQL,CQMAHU,0,0,WYIE,QWXZ@gmail.com
BBDM,CCZWBK,1,1,DIRL,KWBY@gmail.com
JJTR,DBMSHA,1,1,UCSM,ENUZ@gmail.com
NCQT,DJMNZG,1,0,KPGJ,XRMF@gmail.com
JFQT,QQPDWP,0,0,NTEE,BRPC@gmail.com
IDLW,SFOHXQ,1,1,PTJL,ETPV@gmail.com
HQHW,MKXYZY,1,0,ULJD,FZIX@gmail.com
CEEN,CFARQU,1,1,RASC,YNSP@gmail.com
MZTY,OLBGQF,0,1,IUHH,BJXA@gmail.com
HEPM,BBUPSQ,0,1,IWMI,XNCL@gmail.com
RAYQ,UQGUVA,1,0,PVXN,JLPU@gmail.com
RAYK,GEKWAI,1,0,OGET,RWUO@gmail.com
ZEGF,RSZXAB,0,1,DSOE,ABEM@gmail.com
GYWK,REOUPA,1,1,KMND,TYIA@gmail.com
CZRC,AXVRJE,1,1,QJUM,BBAT@gmail.com
CYMP,DFKFVB,0,1,XAXJ,DYIG@gmail.com
CKIK,THWNJH,0,1,OIEB,SUFK@gmail.com
IKXY,LRTPOL,1,1,TZRO,YXWH@gmail.com
FVJL,DEDFLL,1,1,XHIN,ZZEM@gmail.com
NCWJ,ELVEKA,1,1,DLFW,VFXB@gmail.com
ZZBU,QZJMRX,0,0,PHTE,EPCK@gmail.com
HLMB,JKZPYV,1,1,VSDB,HBPB@gmail.com
PGTQ,EJMCOE,1,1,YJMR,EOUN@gmail.com
EZNA,UFPUVC,0,1,LPXC,GYUC@gmail.com
LKSV,PUPKSU,1,1,PMCB,RNVD@gmail.com
IGBE,ORBXJC,1,0,GAZV,NPLE@gmail.com
NMPJ,LPSWAO,1,0,KMQX,ISOA@gmail.com
ZXUT,TFWMLX,1,1,LOYQ,QIUX@gmail.com
QKMA,YYBMZP,1,0,HVHY,LNBW@gmail.com
IUOX,LBKBCP,0,1,IYBD,BUJZ@gmail.com
BLTJ,EVAYYE,1,0,SMDW,YFWU@gmail.com
NDMZ,XJDSKF,0,1,LSKH,OOHG@gmail.com
GXHS,SAZAMU,1,0,WMOQ,YGGC@gmail.com
JTVT,JWGFFQ,1,0,JMXK,MITE@gmail.com
EIPB,PEEIAE,1,1,ZXKJ,JOTU@gmail.com
OQHR,HOYGXZ,1,0,VJLG,DVON@gmail.com
UOIO,ZXAOHM,0,0,WRBS,HWZK@gmail.com
YCCV,RGNTCE,1,0,YOQP,VSTR@gmail.com
TWGH,DVLADX,0,1,EQSQ,CPMY@gmail.com
WTJF,ETJINB,0,1,CKVL,NYAK@gmail.com
RDHH,HLQJHV,0,1,HBIX,PZNM@gmail.com
UIEX,ORJRSP,0,0,RCUS,ABMZ@gmail.com
UWZI,HDKCRD,1,1,WUPH,ZMOI@gmail.com
PSNP,TYRDKN,1,0,APCT,WNEK@gmail.com
FGLB,YLFQQM,1,1,MKAW,UTAC@gmail.com
KZEL,ZUSRRN,1,1,VDCI,OYWQ@gmail.com
WMYQ,IZJUDZ,0,0,ZBER,RAGI@gmail.com
TGQZ,JPMQJQ,0,0,XMCN,RPJV@gmail.com
XDOT,TXBFML,1,1,UCYX,XULZ@gmail.com
FBWC,UWXNVR,1,1,NZVF,XEQE@gmail.com
ZSZK,TOEDCF,0,0,MFDG,HYKO@gmail.com
UYFU,QDZYJI,0,1,TDXO,MBVN@gmail.com
GCCL,FOIZXC,0,0,QIFM,DBTE@gmail.com
WRKI,JMHNMA,0,0,UTQE,NUWE@gmail.com
RWPL,MOVUAF,1,0,MEPL,EBEI@gmail.com
JJTU,DOLEXE,0,1,FUBH,EZJM@gmail.com
BEEB,HGXHDI,1,0,WSFU,XLWR@gmail.com
LVYI,TIFVGC,0,1,LPIH,ABBL@gmail.com
TZEF,GZEWPA,1,0,SSCN,OKUG@gmail.com
JSIG,HZCQCQ,1,0,ADVL,VUDC@gmail.com
BJQJ,OZNRPD,1,0,RWLP,WTJX@gmail.com
MHXH,ONLZIJ,0,1,GRNT,GTIH@gmail.com
SGWQ,SQWEKE,0,0,DVWC,BFGR@gmail.com
MVWE,LJOPCS,1,0,ZMRV,OJHV@gmail.com
RYUK,UNFRKM,1,1,YWLN,WWLI@gmail.com
RTDT,VFKGRA,0,1,EUBX,FMCE@gmail.com
DJMD,GSHEIT,0,0,CPCL,GURO@gmail.com
AJJL,ULRJDX,0,1,FAOB,VIOO@gmail.com
VXFO,SAFHUK,0,1,BAJM,LYNY@gmail.com
IIWZ,OGWEET,0,0,SZLK,HWRR@gmail.com
LJBL,FVKRTQ,1,0,QBLD,SCSN@gmail.com
UENM,RXBQBR,0,1,VJPN,SQZQ@gmail.com
DJXM,RNKGYE,0,0,NTJC,GJXD@gmail.com
KROP,MEDEYH,1,0,UQJZ,SAWY@gmail.com
YAUK,LWEVBI,1,1,KYOH,XYIZ@gmail.com
VFJX,UOAEPI,1,0,NAFN,GMQW@gmail.com
YFTU,FKWULE,0,1,EBLJ,VXKI@gmail.com
DPKX,CIFUUG,0,1,KJGH,BRUH@gmail.com
IGQX,NJLZZP,1,1,FLWV,AVHV@gmail.com
QOPA,XGDIBC,0,1,ITJV,GROY@gmail.com
HDJC,WUOASI,1,1,VTMU,CLWR@gmail.com
VTFW,QGACSO,1,1,TOKZ,MRGP@gmail.com
LWRZ,PVTJRQ,1,1,CRBI,ZXQX@gmail.com
CRKP,HVILSP,0,0,MGYV,PCZJ@gmail.com
IBNJ,SFYQVX,0,0,BSIT,ONSR@gmail.com
BYBM,TZYQTD,1,0,FVAW,JKNP@gmail.com
RBDB,KVYETM,0,1,GIZJ,YXIC@gmail.com
HWHV,ZWKUEB,0,0,IXGU,NYIO@gmail.com
IAMO,PIGTAA,1,1,XSCO,KMYV@gmail.com
MFAC,OOSJKM,1,0,EGJA,ADLJ@gmail.com
ZSKO,QEORKC,1,0,HYMC,HAXL@gmail.com
FBFE,HTFGXV,0,0,MQNM,YBWQ@gmail.com
QLKA,YNFZVU,0,1,CKGU,XBVH@gmail.com
QHXG,DZTCXN,0,1,XXDD,WWUE@gmail.com
KYNN,XGPSKO,1,0,TLCH,MGVL@gmail.com
MLCQ,CGMQEB,0,1,RZTZ,RPLL@gmail.com
QQVH,NSTZIZ,0,0,SPPI,SALF@gmail.com
CROW,WGEZOF,1,1,PNML,XUZW@gmail.com
PGFH,IRGJXJ,1,0,EWPO,RFCI@gmail.com
YJPW,PFAMXW,1,1,BASS,QYCQ@gmail.com
WFMQ,JJMNMJ,0,0,HICZ,YWEG@gmail.com
SERS,AQXYDQ,0,1,IFOV,VDAH@gmail.com
RJKN,DJJJRX,1,1,GKRZ,WCDO@gmail.com
SZDM,LGVBNH,0,0,FORE,HSAR@gmail.com
IMZN,CWTAHQ,1,0,KMYZ,EQMS@gmail.com
HKHK,YAOWKU,1,1,NTQJ,GMRB@gmail.com
NMJW,KSNCOZ,1,0,USHE,YTKL@gmail.com
JKWT,WZTCUM,1,0,NOUI,BBBB@gmail.com
UEOY,FHOBZW,0,0,HVMB,YPCW@gmail.com
IKKI,JBGQQV,0,0,KGHP,QYLE@gmail.com
OWZH,VPIMWG,1,0,TBRE,CIYT@gmail.com
ROTP,GGUKVT,0,1,GABY,QRRF@gmail.com
YIOW,ILTSVA,1,0,QTYZ,VYIR@gmail.com
COAF,OZXENA,0,1,MRND,GZXD@gmail.com
CSXK,XRDSLS,0,1,NIKZ,ZSDM@gmail.com
NPXF,IMSQHZ,1,1,KKTD,TDVD@gmail.com
XGJM,BDICRM,1,1,DOCC,OZNP@gmail.com
QOPO,NERWUQ,1,1,QJOD,DLSA@gmail.com
YOGQ,LDUWLA,0,0,RVPM,RDIJ@gmail.com
KOQT,MUFEIF,0,1,KLKG,BPMF@gmail.com
XGDG,MBJWWN,0,1,HDCI,EMRF@gmail.com
VHHO,REYZRF,1,1,SONU,DLFB@gmail.com
UKZD,TNKFHJ,0,0,CHDK,CCRV@gmail.com
VUZK,KAKHZN,1,0,BUMJ,NHSM@gmail.com
LTKH,MRPTSN,1,1,WOIF,RPAK@gmail.com
VYMQ,APOEKX,1,0,ZEJY,ENJW@gmail.com
FWDX,JBVRBJ,1,0,RQVV,WNLZ@gmail.com
PJIM,QUEFPT,1,1,FOUY,FVKC@gmail.com
QPDI,HRGIYE,1,0,FRIS,FDTV@gmail.com
CEPS,PMKJCI,1,1,VWSF,MGJC@gmail.com
QHXD,FGNZZY,1,1,EXYT,RMZJ@gmail.com
ZGHF,CNKWKP,0,1,HEWZ,SLXR@gmail.com
EXTB,GNTJCQ,1,0,MGIP,QMPR@gmail.com
NARO,LXSELI,0,0,WDMS,TAEK@gmail.com
RUXI,AATOBE,1,0,HTIH,JKOI@gmail.com
LLRP,DOBLVH,1,1,OLVC,ZUGP@gmail.com
WPGY,LVAZEK,1,0,VLEZ,LXGO@gmail.com
VPQV,ZMSOGF,1,1,ZIUW,DWTU@gmail.com
AVYB,VEMXTD,1,0,LQQA,HVQE@gmail.com
OTHY,SWPFCW,0,0,LWLQ,CTSC@gmail.com
FAQS,FLTBUJ,0,0,FHXG,XMWB@gmail.com
QRIT,QNPRFM,1,0,HDKO,BLOL@gmail.com
EOFY,FDOEFQ,0,1,GINR,VKEL@gmail.com
DXMG,DAZRNK,1,1,EOLQ,PBAX@gmail.com
MHFQ,NSNDWF,0,1,YUAS,CDBM@gmail.com
ILRS,XPVUSW,1,0,SOPQ,IHWL@gmail.com
BWAE,CPDRBD,0,0,UKUR,ZAHX@gmail.com
RYJE,QXTOKP,0,1,VEPX,ZGCV@gmail.com
QOPH,UTRFHA,0,0,JEUP,ZWNP@gmail.com
YOJW,UPHIER,0,0,UJAC,ZAUF@gmail.com
UJFG,KHXEGX,0,1,GEIQ,VAVN@gmail.com
FLDG,CPOGVN,1,1,UNEP,YILA@gmail.com
KLDC,DWLBPH,1,0,WUMN,RQCL@gmail.com
GPLD,JRZFEU,0,0,LMUE,BBHM@gmail.com
JDML,EYDTIG,0,0,EBQX,BHGP@gmail.com
XWJT,LEQBLA,1,0,KEZW,RTOM@gmail.com
ATCR,TVLKMA,0,1,MXNL,YFYW@gmail.com
ALMH,JXESIX,1,0,TYVK,PPNE@gmail.com
TCIV,VQGCHB,0,1,YWCO,UUKP@gmail.com
IZTC,FJSFXT,0,1,PSZN,OKQH@gmail.com
GLPM,LHWQRA,0,0,OSIS,NKSV@gmail.com
